id	Tweet text
12417	f(x)=a^x a>1 If f(5)=3 f(20)=? No calculator! [81] #SATPrep #mathchat #Exponents #MSMathChat #PARCC #edchat #edreform #edtech #math
12422	Love how @curriculet design is similar to what Ss experienced on the interim #sbac #edtech #edtechchat #ccsspic.twitter.com/b5gkwFlAWT
12472	A2: I accepted help on Voxer. Educators from NJ were struggling with #PARCC implementation. We shared tips and tricks. #satchat
12582	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @ruraltrekker
12584	#PARCC tests will reduce or eliminate the need for placement tests at colleges http://dpo.st/1EILuOm #COpic.twitter.com/mEOVwZl20b
12601	5 tips for better test prep on #PARCC #SmarterBalance & others http://bit.ly/1HUxuEL #edchat #edtech
12818	@J_C_Lyons and I had a great time on the #webinar today hosted by @LumosLearning Join the conversation as you prepare for #parcc #PARCCguide
12871	Read why this New Jersey dad says his daughter WILL take #PARCC: http://www.app.com/story/opinion/columnists/2015/04/08/parcc-new-jersey-nj-ask/25455635/ …
12928	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @ConscienceNm
12948	Just finished the first #free #webinar to discuss teaching pathways and success strategies for #parcc with @J_C_Lyons #PARCCguide
12969	Why my daughter WILL take the #PARCC test: #NJ parent backs strong assessments that ensure student success. More: http://on.app.com/1yYosAZ
12984	Join the discussion as authors @J_C_Lyons and @MarisaAdamsAuth explore success #strategies for #parcc http://lumoslearning.com/a/parccguide #PARCCguide
13007	New Jersey Educators! Need help with #PARCC prep? @ThinkCERCA & @DanielleCERCA have you covered: http://bit.ly/1FCwxQS #njed #PARCCReady
13011	Why my daughter WILL take the #PARCC test: #NJ parent backs strong assessments that ensure student success. More: http://on.app.com/1yYosAZ
13037	RT @lmcgslover: Rich McKeon: Why my daughter will take the #PARCC test http://on.app.com/1HQE7HV #NJpic.twitter.com/w9xAixAsjy
13095	ICYMI: Why My Daughter Will Take the #PARCC Test: http://ow.ly/Lm2WX #CommonCore
13128	Rich McKeon: Why my daughter will take the #PARCC test http://on.app.com/1HQE7HV #NJ
13150	RT @waOSPI: Let's keep the focus on facts about @SmarterBalanced http://bit.ly/focusonfacts #waedu #SBAC pic.twitter.com/n2Yjqywmmw @ReadyWA
13168	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr #CutFedTests @Perapiteticus
13228	McKEON: Why my daughter will take the #PARCC test http://mycj.co/1FmgpjU
13274	In the xy-coord plane the graph of the eqn (x+3)(y-5)(x-4)(y+2)=0 encloses a region of area=? [49] #SATPrep #mathchat #geometry #PARCC #math
13303	Today's AOTD is the 3rd grade math #SBAC practice test! https://edcite.com/1m42ht #ccss #mathchat
13353	McKEON: Why my daughter will take the #PARCC test http://mycj.co/1yd2Aau  via @MyCentralJersey
13364	Want to learn about @ThinkCERCA? Join @DanielleCERCA for a webinar! http://bit.ly/1FCwxQS #ELA #SciChat #SSChat #PARCC #PARCCready #EdChat
13390	We're planning some exciting #education programming at @TheCityClub. Stay tuned! #blendedlearning #studentmobility #esea #parcc #andmore
13405	McKeon brings up some good points: Why my daughter will take the #PARCC test http://mycj.co/1yd2Aau @MyCentralJersey
13569	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @angeltweets4u
13718	Just wrapped up #PARCC PBA 2015! Let the planning for EOY begin! #parccready
13756	New blog post is up! Let's Not Opt Out of the Common Core by @pamallyn: http://wp.me/p1KCXs-9h #edchat #commoncore #teaching
13991	Linking good #instruction to hi quality #assessment @TeachingChannel https://www.teachingchannel.org/blog/2015/01/09/planning-to-assess-parcc/?utm_source=PARCC+Updates+4%2F06%2F15&utm_campaign=1%2F8%2F15+Update&utm_medium=email … #PARCC
14032	#Massachusetts' own @dgburris helped develop interactive platform for #teachers on #PARCC #algebra items https://ar.itemwriters.org/  Thx Darren!
14289	#Parents wondering how you can help your kids w/ the new #SBAC #CAASPP tests? Some tips: http://ow.ly/L8dgP
14435	Competition Lets Teachers Write #CCSS Aligned Test Questions @Callie_DC http://bit.ly/1D0Mv7x #PARCC
14453	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @AngelicaMPayne
14496	ICYMI: Policy Fellows new report from 351 teachers/74 districts in MA call for adoption of #PARCC: http://bit.ly/1xygbsx #teachervoice
14507	Sending a Positive message for students re: SBAC http://iaavt.weebly.com/blog/sbac-might-be-a-struggle-but-its-all-good … #SBAC #ccss #CCSSParents #edchat #bsdvt #btv #vted
14513	If x<-0.001how many integer values for -1/x? [999] #SATPrep #mathchat #edchat #CommonCore #Teacher #edreform #PARCC #Algebra #Inequalities
14519	Today's Assignment of the Day (AOTD) is the #SBAC math practice test for 6th grade: https://edcite.com/19ytlk #mathchat #ccss
14520	ISBEnews: This new short video explains the basics and the benefits of #PARCC: http://ift.tt/1BWclVp
14522	This new short video explains the basics and the benefits of #PARCC: https://www.youtube.com/watch?v=npliGv8b8BI&list=UU0D2TLd2fU7xJCKYlx6Mf0w …
14549	Free tool to help math teachers. http://youtu.be/bUo_f_Dp7G8 #mathchat #edtech #CommonCore #parcc #app #education #math
14642	Shmoop Launches #Test #Prep for #PARCC #Assessments -- THE Journal http://thejournal.com/articles/2015/03/31/shmoop-launches-test-prep-for-parcc-assessments.aspx …
14718	NJ Board of Ed student rep: Students enjoyed #PARCC testing. They thought that it was easy & very user friendly." http://bit.ly/1yGyuGN"
14774	Read about how @HCPSchools & Cecil Co. students are diving into #PARCC tests in this @baltimoresun article: http://bsun.md/1MBizFu
14812	If -0.01<x<0 then a possible value of x+|x|=? [0;only value!] #SATPrep #edchat #mathchat #PARCC #absolutevalue #Teacher #edreform
14817	As we try out #PARCC  it's worth remembering how far #MCAS results have come: http://profiles.doe.mass.edu/mcas/achievement_level.aspx?linkid=32&orgcode=00000000&orgtypecode=0&&fycode=1998 … #maedu
14855	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @SavePublicEduc1
14928	Debates over testing crossing the line as opt outs put NM at risk http://goo.gl/SeYdGr @insiderwisdom25
15062	@MsEThomasCAA Adaptive Learning Platform That Is Aligned With #RTI & Offers Test Based On Principals Of #PARCC & SBAC http://ow.ly/KuHoh
15063	@djs_jones Adaptive Learning tool That Is Aligned With #RTI & Offers Test Based On Principals Of #PARCC & #SBAC http://bit.ly/1l9hNxv
